Match_ID,Kills,Damage,Win,Top10,Headshot%,LongestKill,Revives,Knocked
4401,3,1419,1,0,37.8,464,0,1
4402,4,902,0,1,17.0,76,0,2
4403,2,1118,0,1,47.5,280,1,1
4404,3,1011,1,1,18.4,451,1,0
4405,4,964,0,1,37.1,359,0,2
4406,6,1107,0,0,19.2,294,0,2
4407,2,539,0,1,13.6,136,0,1
4408,5,877,0,1,17.8,438,0,3
4409,2,970,0,0,19.3,50,1,0
4410,4,659,0,0,25.2,298,1,0
4411,2,888,0,0,12.8,443,0,1
4412,1,923,0,0,33.4,444,0,2
4413,7,857,0,1,42.0,233,1,1
4414,3,678,1,0,40.6,422,0,2
4415,6,711,0,0,43.5,204,0,0
4416,6,819,0,0,49.2,128,0,1
4417,7,996,0,1,49.8,155,0,1
4418,3,923,0,1,26.4,50,0,1
4419,4,949,0,0,30.1,151,1,1
4420,4,842,0,0,29.9,135,0,2
4421,1,689,0,0,35.7,320,0,0
4422,9,823,0,1,19.8,272,0,1
4423,2,691,0,1,40.9,352,0,0
4424,1,143,0,1,15.1,327,0,0
4425,3,896,0,1,48.0,322,0,0
4426,3,834,0,1,15.0,52,0,1
4427,3,1209,0,0,39.7,382,0,0
4428,2,1072,0,1,25.9,198,0,2
4429,3,1019,0,1,35.4,338,0,2
4430,4,650,0,0,22.6,60,0,1
4431,1,1154,0,1,14.8,336,0,2
4432,1,935,1,1,47.5,298,1,2
4433,3,810,0,1,30.4,396,0,2
4434,4,704,0,1,22.0,210,1,0
4435,3,736,1,1,35.0,210,1,1
4436,0,835,0,0,20.3,73,0,0
4437,6,643,0,1,11.6,175,0,2
4438,6,909,0,0,41.7,392,0,3
4439,1,858,0,1,49.8,366,1,0
4440,3,1071,0,0,48.3,154,0,1
4441,2,862,0,0,45.2,84,0,0
4442,3,444,0,0,39.9,173,0,0
4443,3,822,0,1,16.5,430,0,0
4444,4,617,1,1,16.2,284,0,2
4445,3,750,0,0,16.0,139,0,0
4446,4,664,0,0,28.4,383,0,2
4447,4,1422,0,1,29.0,325,0,2
4448,3,815,0,0,33.1,162,0,1
4449,2,1079,0,1,19.1,72,1,3
4450,4,823,1,1,11.6,468,0,2
4451,3,843,0,0,14.0,438,0,3
4452,4,781,0,1,12.8,276,1,2
4453,2,725,0,0,41.7,192,0,3
4454,3,731,0,0,15.4,366,0,0
4455,3,993,0,0,40.0,305,0,0
4456,4,885,0,1,14.3,444,1,1
4457,2,1232,0,1,29.8,427,0,1
4458,4,844,1,0,21.5,167,1,0
4459,2,830,1,0,36.1,300,0,0
4460,3,910,0,0,15.8,187,0,2
4461,4,1051,0,1,33.5,285,1,0
4462,4,929,0,1,32.9,445,0,3
4463,4,1236,0,1,26.1,52,0,1
4464,2,1544,0,1,29.3,160,0,1
4465,0,1104,0,1,15.9,73,1,1
4466,3,994,0,1,42.4,396,0,1
4467,2,399,0,0,34.2,335,0,1
4468,3,1246,1,1,14.8,246,0,1
4469,1,1206,0,1,46.7,160,0,1
4470,3,1283,0,1,34.9,348,0,0
4471,3,1099,0,1,16.9,98,1,0
4472,2,662,0,1,19.0,163,2,2
4473,0,658,1,1,18.2,349,0,1
4474,5,627,1,0,19.0,395,1,2
4475,4,920,0,0,18.4,175,0,1
4476,2,724,0,1,39.8,296,0,1
4477,2,1114,0,1,33.7,308,0,1
4478,2,757,0,0,19.3,418,1,1
4479,2,818,1,0,47.3,444,1,1
4480,5,966,0,1,10.5,375,0,0
4481,6,780,0,1,37.4,314,0,0
4482,3,672,0,0,31.7,121,0,1
4483,3,446,1,1,31.3,393,1,1
4484,1,1132,0,0,32.1,324,0,0
4485,2,669,1,1,29.5,201,1,0
4486,4,804,0,1,47.9,156,1,1
4487,3,807,0,0,34.7,211,0,1
4488,2,384,0,1,28.4,262,0,0
4489,3,971,1,1,44.4,254,0,0
4490,0,1251,0,1,45.6,203,0,3
4491,2,1139,0,1,41.0,300,2,1
4492,1,805,1,1,33.0,167,0,0
4493,3,1163,0,0,11.7,411,1,2
4494,4,466,1,0,46.4,162,0,0
4495,5,1108,1,0,42.7,122,1,2
4496,1,717,0,1,47.3,383,0,0
4497,6,1142,0,1,15.4,394,1,1
4498,1,908,1,1,48.4,331,0,0
4499,1,598,0,1,48.6,183,0,2
4500,1,961,0,1,28.1,119,0,0
4501,2,900,0,1,13.0,420,0,1
4502,5,959,0,1,34.9,375,2,2
4503,3,699,1,1,35.0,467,1,0
4504,3,607,0,1,31.2,447,2,2
4505,5,1053,0,1,23.1,162,0,2
4506,4,883,0,0,12.9,422,0,1
4507,2,1043,0,1,32.5,273,0,0
4508,1,1038,0,0,22.6,430,0,2
4509,2,1076,0,1,14.0,99,0,2
4510,4,1304,0,0,17.6,347,0,4
4511,2,949,1,1,41.6,164,0,1
4512,3,650,1,1,42.3,75,0,1
4513,4,706,1,0,40.7,348,0,0
4514,5,827,0,1,13.0,374,0,2
4515,0,952,0,1,14.4,446,0,3
4516,5,1244,1,0,19.3,234,0,0
4517,7,864,0,1,49.2,144,0,3
4518,3,1319,0,1,21.0,456,0,2
4519,3,1341,0,1,47.4,219,0,2
4520,2,1007,0,1,36.4,256,1,0
4521,5,1057,0,1,11.1,431,2,0
4522,2,785,0,1,29.5,95,0,0
4523,5,1320,0,0,43.4,112,1,6
4524,2,740,0,1,12.5,396,1,0
4525,1,1200,1,0,34.4,369,1,0
4526,3,641,0,1,22.8,101,1,2
4527,3,1060,0,1,18.0,314,0,3
4528,2,1178,0,1,31.1,102,0,0
4529,5,1127,1,0,41.8,179,0,0
4530,2,783,0,1,41.1,97,1,0
4531,8,832,1,1,17.0,343,0,0
4532,4,1284,0,0,23.9,209,0,1
4533,6,773,1,1,23.9,230,1,1
4534,4,782,0,1,43.0,269,1,0
4535,1,1276,0,1,29.9,111,0,0
4536,6,884,0,0,25.0,426,0,2
4537,5,886,0,1,42.2,325,0,0
4538,8,1359,1,0,45.6,203,0,2
4539,2,738,0,0,23.0,382,0,0
4540,2,717,0,1,49.4,414,0,0
4541,5,944,1,1,31.4,87,0,0
4542,4,908,0,1,12.5,240,0,0
4543,4,705,1,0,24.6,68,0,0
4544,5,1101,0,0,31.8,355,0,1
4545,3,903,0,1,43.1,401,0,2
4546,3,916,0,1,38.4,208,0,0
4547,6,898,0,0,18.0,422,0,1
4548,2,638,0,1,26.9,102,0,2
4549,3,695,0,1,13.9,239,0,2
4550,3,504,0,0,45.1,408,0,0
4551,2,1184,0,1,10.1,360,0,3
4552,1,900,0,1,20.4,385,0,1
4553,1,1148,0,0,40.5,184,1,2
4554,2,787,1,0,10.9,62,1,1
4555,2,1187,0,1,38.8,178,0,3
4556,1,495,1,0,36.2,136,1,2
4557,0,1143,0,1,27.8,431,0,3
4558,2,880,0,1,15.7,429,0,2
4559,8,553,0,0,22.4,412,1,3
4560,4,194,0,1,18.0,337,0,1
4561,3,1025,0,1,10.2,368,1,0
4562,4,1147,0,0,24.7,382,0,2
4563,4,915,1,0,46.1,247,0,1
4564,1,1050,1,1,29.2,274,0,1
4565,6,1011,0,0,34.0,104,1,0
4566,2,913,0,0,47.7,466,1,0
4567,1,1139,0,1,28.0,181,0,1
4568,7,530,0,0,33.3,352,0,0
4569,3,924,0,1,13.7,394,1,2
4570,3,1070,0,1,15.3,254,0,2
4571,5,788,0,1,33.4,396,3,2
4572,2,963,0,0,11.9,181,0,0
4573,2,605,0,1,11.4,222,0,1
4574,1,918,0,1,14.2,369,1,0
4575,3,719,0,1,19.3,208,0,0
4576,2,770,0,0,13.9,219,1,0
4577,8,1042,0,0,20.2,411,0,0
4578,0,459,0,1,39.5,314,0,0
4579,5,627,0,1,26.6,153,1,1
4580,1,1081,1,1,36.6,362,0,1
4581,4,860,0,1,40.6,293,0,0
4582,2,716,0,1,23.1,68,0,0
4583,4,1012,0,1,45.8,273,2,1
4584,4,623,0,1,44.5,313,0,2
4585,3,615,0,1,26.5,286,0,3
4586,2,848,1,1,43.0,220,0,1
4587,1,865,0,1,23.5,364,0,4
4588,2,714,0,0,38.9,236,0,0
4589,1,834,0,0,48.8,428,0,2
4590,2,1233,0,0,22.5,463,0,0
4591,1,890,1,1,32.9,149,1,1
4592,1,612,1,0,24.4,322,1,1
4593,3,906,1,1,29.9,240,0,2
4594,1,370,0,0,18.7,316,0,2
4595,3,1303,1,1,27.1,179,1,2
4596,2,603,0,0,35.8,435,1,0
4597,3,951,0,0,23.8,244,0,1
4598,2,940,0,1,21.6,220,2,2
4599,4,704,0,1,23.2,409,0,4
4600,1,1224,0,0,22.5,235,0,1
4601,3,1414,0,1,16.4,409,0,2
4602,3,712,1,0,46.3,330,0,0
4603,4,1077,0,0,48.2,188,1,1
4604,4,653,0,0,20.6,221,0,0
4605,4,1230,0,0,34.7,191,1,2
4606,3,1216,0,1,22.6,70,0,1
4607,4,1152,0,1,33.2,266,0,0
4608,5,485,0,1,21.7,67,2,0
4609,3,764,0,0,12.4,418,0,0
4610,3,767,1,1,16.0,348,0,3
4611,2,751,1,1,30.9,412,1,0
4612,3,1232,0,1,20.0,64,0,1
4613,4,447,0,0,29.3,360,0,2
4614,2,997,0,0,46.4,308,0,2
4615,7,1086,0,1,11.6,214,1,1
4616,4,724,0,0,42.6,115,0,1
4617,2,1026,0,0,29.5,340,0,0
4618,2,1010,0,0,16.2,191,0,1
4619,1,832,0,1,19.3,346,1,0
4620,2,1171,0,1,49.6,363,1,2
4621,3,764,0,1,23.9,67,1,0
4622,6,1172,0,0,12.6,430,0,2
4623,5,932,0,1,33.4,299,2,1
4624,3,822,0,1,17.7,257,0,3
4625,2,844,0,1,45.9,180,2,3
4626,4,552,0,0,24.2,467,0,3
4627,2,809,0,1,34.7,357,0,0
4628,3,619,0,0,44.1,233,0,3
4629,4,966,0,1,49.4,151,0,0
4630,1,1125,1,0,48.3,321,0,0
4631,9,1014,0,1,14.5,80,0,3
4632,4,721,1,0,23.5,405,0,2
4633,3,833,0,0,35.7,149,0,0
4634,3,969,1,1,15.0,93,0,2
4635,2,982,0,1,25.3,241,0,1
4636,2,1309,0,1,48.0,445,0,3
4637,4,1055,1,0,17.6,186,0,0
4638,2,937,0,1,29.9,269,0,1
4639,2,926,0,1,12.0,284,0,0
4640,2,813,0,0,35.6,412,0,1
4641,3,900,0,0,33.7,413,0,0
4642,2,1079,0,1,43.4,414,0,0
4643,3,723,0,0,44.9,156,0,0
4644,3,1002,0,1,18.5,393,0,4
4645,3,872,0,1,44.4,435,0,1
4646,3,1329,1,1,49.2,323,0,0
4647,4,973,0,1,45.4,150,0,1
4648,6,981,0,1,44.5,417,0,1
4649,2,685,1,0,32.9,314,0,0
4650,3,1266,0,0,36.2,273,1,1
4651,5,1026,0,1,41.5,373,1,2
4652,1,1241,0,1,17.1,450,0,1
4653,4,853,0,1,49.1,303,1,1
4654,3,899,0,1,21.9,218,1,1
4655,6,557,1,1,30.6,226,0,1
4656,3,1361,0,1,31.9,228,0,0
4657,1,992,0,1,43.5,246,0,0
4658,4,1363,0,1,28.6,397,0,1
4659,3,812,0,0,26.6,105,1,4
4660,2,1017,0,1,24.2,302,1,0
4661,4,1148,0,0,45.4,361,0,1
4662,6,982,0,0,44.1,270,0,1
4663,3,816,0,1,27.2,432,1,2
4664,6,781,0,1,26.6,244,0,1
4665,5,813,0,0,17.6,228,2,1
4666,2,1567,0,0,30.1,408,1,2
4667,4,744,0,1,23.6,428,0,4
4668,1,403,0,1,26.2,259,0,2
4669,4,909,0,1,17.8,214,0,0
4670,1,906,0,0,34.6,55,0,0
4671,2,821,0,1,27.4,385,0,0
4672,5,744,0,0,46.3,132,1,2
4673,1,831,1,0,27.0,383,0,1
4674,4,570,0,1,41.5,235,1,1
4675,1,1344,0,1,33.8,61,0,0
4676,3,961,0,0,46.0,146,1,1
4677,2,929,1,0,44.4,97,1,0
4678,4,1162,0,1,44.6,286,0,0
4679,3,1577,0,0,49.1,248,0,1
4680,5,799,1,0,14.3,468,1,1
4681,6,976,0,1,21.1,205,1,2
4682,4,1100,1,0,10.0,264,0,1
4683,5,1072,0,0,42.3,455,0,1
4684,7,1126,0,1,37.9,118,0,1
4685,2,1129,0,0,47.2,112,2,1
4686,4,797,0,1,38.3,223,1,2
4687,6,1198,1,1,12.4,237,0,0
4688,3,871,1,1,18.7,287,0,0
4689,7,970,0,1,13.7,413,0,0
4690,6,1053,0,0,10.7,374,0,2
4691,3,722,0,0,20.9,218,0,2
4692,1,1008,0,0,33.2,223,0,1
4693,2,1055,0,1,44.8,153,2,0
4694,4,426,0,1,36.6,331,0,1
4695,4,1250,0,1,17.4,144,0,0
4696,5,695,1,0,29.2,252,0,2
4697,4,968,0,1,19.2,300,0,3
4698,4,1282,1,0,33.9,305,0,1
4699,2,1063,0,1,34.0,432,1,0
4700,6,1160,1,1,24.2,56,0,0
4701,1,1177,0,1,16.7,301,0,1
4702,1,776,0,1,38.7,139,0,0
4703,7,640,0,0,22.0,308,0,0
4704,3,1003,0,1,47.2,371,0,2
4705,3,1078,0,0,25.8,271,0,1
4706,1,1175,0,0,10.3,263,0,0
4707,2,1095,0,1,31.6,420,0,1
4708,1,777,1,0,30.4,408,0,0
4709,1,1119,0,0,24.1,275,0,0
4710,2,374,0,1,15.2,76,0,2
4711,3,1218,0,1,37.1,430,0,2
4712,2,677,1,1,22.0,414,0,0
4713,7,672,0,0,11.8,300,0,0
4714,4,1522,0,0,46.6,290,0,0
4715,4,914,0,0,16.4,182,0,2
4716,3,836,0,0,16.0,387,0,2
4717,4,611,0,1,15.8,368,0,1
4718,4,1010,0,0,19.7,277,0,2
4719,7,1098,0,0,19.3,295,0,0
4720,4,812,1,1,15.5,161,0,0
4721,4,363,1,1,40.5,327,0,1
4722,1,1306,0,1,38.9,346,0,0
4723,1,827,0,0,11.6,103,1,2
4724,1,822,0,1,15.0,199,0,1
4725,5,891,0,0,41.8,281,0,0
4726,6,698,0,0,31.3,404,1,0
4727,3,1218,1,0,18.4,435,0,0
4728,6,1081,1,0,41.6,293,0,1
4729,7,1021,1,0,39.7,143,0,0
4730,2,1477,0,0,39.1,319,1,0
4731,3,725,1,1,13.4,63,0,2
4732,3,1219,1,0,40.1,114,1,1
4733,2,344,0,1,26.0,279,0,0
4734,2,1060,0,0,18.7,238,0,3
4735,1,1464,0,1,28.5,209,1,0
4736,2,637,1,0,21.9,374,0,0
4737,4,1310,0,0,44.9,86,1,2
4738,1,554,0,0,30.6,386,0,0
4739,5,1419,0,1,37.9,433,1,5
4740,3,784,1,1,13.4,210,0,0
4741,3,714,0,1,22.6,177,0,1
4742,3,766,0,1,37.4,312,1,1
4743,4,907,1,0,21.2,336,0,2
4744,0,861,0,1,33.0,466,0,3
4745,4,886,0,1,21.1,286,0,0
4746,6,979,0,0,20.2,63,0,2
4747,4,959,1,0,18.8,258,0,0
4748,1,901,0,1,19.2,350,0,1
4749,3,789,0,0,39.9,265,0,2
4750,0,1007,1,1,11.4,188,0,0
4751,5,993,0,1,19.9,210,0,2
4752,3,982,0,0,46.4,213,0,2
4753,2,899,0,1,22.9,122,0,3
4754,4,726,0,1,25.2,270,0,0
4755,4,918,0,0,41.6,292,0,2
4756,6,830,0,1,38.2,352,0,1
4757,3,383,1,0,11.0,348,0,1
4758,2,1149,0,1,14.3,337,0,0
4759,0,964,0,1,27.2,134,0,0
4760,3,894,0,0,30.0,363,1,2
4761,3,1031,0,1,16.6,227,0,0
4762,4,711,0,0,20.0,402,1,0
4763,3,1239,0,1,41.3,245,0,2
4764,4,1201,0,1,25.5,336,0,0
4765,1,609,0,1,41.7,171,0,3
4766,0,741,1,1,39.9,436,0,1
4767,3,1068,0,0,24.9,306,1,0
4768,2,961,0,0,43.6,282,0,3
4769,3,895,0,0,34.7,413,0,1
4770,2,1009,0,1,11.2,191,0,1
4771,3,432,0,0,17.8,367,1,1
4772,3,669,0,1,18.3,180,1,1
4773,0,749,0,1,10.4,383,2,1
4774,1,1090,0,1,37.9,239,0,1
4775,2,361,0,0,38.8,86,0,1
4776,4,945,0,1,42.7,202,0,2
4777,3,805,0,1,29.4,178,0,2
4778,0,1062,0,1,23.3,433,0,0
4779,5,1102,1,0,36.7,347,0,0
4780,3,1324,0,1,40.1,256,1,1
4781,2,606,0,0,41.1,79,0,0
4782,2,694,0,0,30.8,181,0,1
4783,2,912,0,0,20.5,178,0,0
4784,1,1252,0,1,13.7,217,0,1
4785,0,1009,0,0,30.0,443,2,0
4786,5,926,0,0,23.1,335,0,0
4787,5,1206,1,1,47.2,441,1,0
4788,0,800,0,0,49.3,118,2,0
4789,1,1192,0,1,10.8,161,0,2
4790,2,1333,0,1,46.9,384,0,0
4791,2,861,0,0,29.9,220,1,1
4792,4,512,0,0,38.3,348,0,0
4793,2,936,0,0,17.2,182,0,2
4794,5,1311,0,0,44.9,182,0,1
4795,3,1023,0,0,16.0,431,0,1
4796,2,556,0,0,39.6,238,0,2
4797,4,1217,0,0,40.1,269,1,3
4798,4,1098,0,1,11.3,77,0,1
4799,2,1149,0,1,33.5,61,1,0
4800,0,1183,0,1,35.7,402,0,0
4801,5,764,0,1,40.7,148,1,3
4802,2,1164,0,0,36.5,231,1,0
4803,3,738,1,0,12.1,421,0,1
4804,0,604,0,0,29.2,136,0,0
4805,5,692,1,1,42.9,241,0,1
4806,3,1073,0,1,34.0,134,1,0
4807,3,797,1,1,16.1,88,0,0
4808,1,1268,0,1,16.8,266,0,4
4809,6,1178,0,0,22.5,364,0,2
4810,2,1068,0,1,30.4,130,0,0
4811,4,1245,0,1,23.2,97,0,3
4812,3,606,1,0,17.7,265,1,1
4813,1,1139,0,0,34.4,56,0,0
4814,3,1043,1,1,42.8,115,0,1
4815,3,581,1,1,34.5,364,0,1
4816,1,719,0,1,16.0,204,0,1
4817,5,860,1,1,11.7,259,0,0
4818,2,853,0,1,33.7,364,1,1
4819,8,889,0,0,49.1,183,0,0
4820,5,745,0,0,17.6,113,0,2
4821,3,1269,0,1,34.3,275,0,0
4822,2,591,0,1,28.9,365,1,1
4823,0,598,0,0,43.4,406,1,3
4824,2,664,1,1,12.4,50,0,1
4825,6,741,1,0,27.5,290,0,0
4826,4,721,1,1,22.0,325,0,0
4827,3,1319,1,0,19.8,395,1,0
4828,4,735,1,1,39.6,459,0,0
4829,2,869,0,0,18.1,141,1,2
4830,2,584,0,1,24.5,261,0,2
4831,2,782,0,1,45.7,65,0,1
4832,3,1050,0,1,40.8,186,0,0
4833,3,1070,0,1,37.1,82,1,0
4834,5,1146,0,0,24.7,452,1,3
4835,5,650,1,0,36.4,240,0,1
4836,2,731,0,1,16.4,109,1,0
4837,0,1104,1,1,34.9,395,1,1
4838,1,893,0,1,18.7,56,1,0
4839,3,884,1,1,16.6,228,0,0
4840,2,1047,0,1,39.5,107,0,0
4841,5,1149,0,1,42.7,184,0,1
4842,2,725,0,0,43.8,89,0,1
4843,2,874,1,1,12.8,77,0,2
4844,5,870,0,0,15.2,350,0,0
4845,7,657,0,0,46.0,231,0,0
4846,4,974,1,0,25.6,213,0,0
4847,5,765,0,0,39.1,137,0,3
4848,3,898,0,0,23.5,378,0,0
4849,5,1062,0,1,18.4,258,0,1
4850,2,967,0,1,47.9,79,0,0
4851,6,678,0,1,18.6,80,1,0
4852,2,950,0,1,34.9,237,0,2
4853,1,934,0,0,23.4,410,1,2
4854,1,759,1,0,47.1,184,0,1
4855,8,684,0,1,42.6,387,0,0
4856,5,938,0,1,20.4,96,1,0
4857,4,550,1,1,26.4,393,0,0
4858,1,633,0,1,31.6,312,0,1
4859,6,579,0,0,11.6,270,0,2
4860,1,597,0,0,22.4,314,1,3
4861,5,780,0,1,36.4,217,0,0
4862,2,1165,1,1,12.7,198,1,2
4863,6,1054,0,1,22.2,113,0,1
4864,3,1180,1,1,36.3,106,0,2
4865,6,747,0,1,19.4,310,0,1
4866,3,397,1,0,19.1,458,0,1
4867,6,750,0,1,18.1,250,0,0
4868,5,1181,0,1,42.1,124,1,0
4869,1,801,0,1,40.8,359,0,2
4870,3,894,0,1,39.0,341,0,0
4871,3,846,0,1,42.9,459,0,2
4872,2,1074,0,1,15.2,171,0,1
4873,4,1107,0,1,37.1,458,0,1
4874,2,512,0,1,29.5,404,0,2
4875,4,292,1,0,22.4,181,0,0
4876,4,1063,0,1,25.2,362,0,3
4877,0,846,0,0,30.3,424,0,3
4878,4,1063,0,0,26.4,458,0,0
4879,2,829,0,1,16.0,342,0,2
4880,3,1030,1,0,32.9,54,0,1
4881,3,866,0,0,11.9,411,0,0
4882,2,720,0,1,19.4,438,0,2
4883,0,800,0,0,40.7,245,0,2
4884,1,857,1,1,21.7,426,0,1
4885,5,1052,0,1,47.5,342,1,0
4886,4,857,1,1,43.5,417,0,1
4887,2,632,0,1,25.3,352,0,0
4888,1,1316,0,1,46.0,226,0,1
4889,1,977,1,1,16.8,375,0,1
4890,3,1240,0,1,17.9,448,0,1
4891,3,626,0,1,43.5,373,0,1
4892,3,836,0,0,42.9,86,0,2
4893,5,947,1,0,39.9,372,1,1
4894,4,1064,0,1,41.6,92,0,1
4895,3,428,0,0,32.5,171,0,0
4896,0,435,0,1,13.1,78,2,2
4897,7,734,0,1,45.8,110,0,1
4898,3,1036,0,1,15.3,234,1,3
4899,4,731,0,0,16.9,452,0,1
4900,4,868,0,1,41.7,300,0,1
4901,4,912,0,0,12.0,162,1,4
4902,1,692,0,0,29.6,294,0,0
4903,4,1266,1,0,20.7,403,1,0
4904,3,701,0,1,23.6,254,0,0
4905,4,383,0,0,25.5,252,1,1
4906,2,654,0,0,17.0,286,0,1
4907,5,691,1,0,42.2,205,0,1
4908,3,943,0,0,21.4,188,1,0
4909,1,956,0,0,26.4,248,0,3
4910,4,1046,1,0,13.0,83,0,1
4911,6,1369,0,1,13.9,120,1,0
4912,1,907,0,0,33.8,220,0,1
4913,3,1111,0,1,26.9,161,0,0
4914,2,788,0,1,29.6,186,0,3
4915,6,972,0,0,34.0,247,0,1
4916,1,812,0,1,44.1,297,0,0
4917,4,862,1,1,19.4,311,0,0
4918,2,941,0,1,11.7,131,1,2
4919,5,1145,0,1,29.9,262,0,0
4920,2,886,0,1,32.8,277,1,2
4921,1,885,0,0,11.8,467,0,1
4922,2,978,0,0,15.3,185,0,0
4923,5,1119,0,1,45.1,109,0,1
4924,2,547,1,0,10.5,305,0,0
4925,2,960,1,0,41.9,384,1,1
4926,3,567,1,1,38.0,105,0,1
4927,4,1227,0,0,48.2,453,0,2
4928,2,984,0,1,19.1,310,0,2
4929,4,1206,0,0,18.7,194,1,3
4930,4,483,0,1,31.4,271,0,0
4931,3,857,0,1,29.4,403,0,1
4932,7,1117,0,1,36.3,181,0,0
4933,0,1251,0,1,37.5,413,0,1
4934,4,987,0,1,12.2,310,0,1
4935,5,793,0,0,33.8,279,0,4
4936,3,832,0,0,37.4,187,0,0
4937,0,639,0,1,26.2,380,1,1
4938,5,1265,0,0,45.7,433,0,1
4939,4,1062,0,0,28.3,213,1,0
4940,1,855,0,1,41.0,67,1,1
4941,0,1035,0,0,13.9,84,1,1
4942,3,872,0,0,47.7,457,0,1
4943,4,824,0,1,29.4,377,0,3
4944,4,711,0,1,17.5,355,0,0
4945,1,715,0,1,14.3,120,1,0
4946,2,995,0,1,29.9,122,0,2
4947,1,1161,0,1,17.7,263,0,1
4948,1,815,0,1,19.5,64,0,1
4949,0,701,1,0,12.0,163,0,0
4950,4,1138,1,1,47.0,270,0,0
4951,3,919,1,1,25.8,350,0,1
4952,1,341,0,1,42.2,125,0,1
4953,5,723,1,0,42.0,181,0,0
4954,5,1017,1,1,40.2,135,0,1
4955,3,702,1,1,42.4,163,0,0
4956,7,912,0,0,10.9,341,1,0
4957,1,588,1,0,38.5,296,0,1
4958,3,797,0,1,41.8,183,0,1
4959,5,628,0,1,25.4,135,0,1
4960,2,592,0,0,30.6,295,1,2
4961,2,710,0,0,42.8,248,1,0
4962,2,1118,1,1,47.0,300,1,5
4963,5,1004,1,1,26.8,60,0,0
4964,2,1412,0,1,23.3,392,1,0
4965,1,750,0,0,17.7,93,1,0
4966,3,1154,0,1,19.1,311,0,0
4967,3,1364,0,1,22.7,301,0,0
4968,1,1179,1,1,11.1,418,0,1
4969,5,1183,0,0,43.2,268,0,0
4970,2,930,1,1,44.7,440,0,1
4971,4,957,1,1,14.2,435,0,2
4972,5,669,0,1,43.0,262,0,3
4973,4,231,0,0,34.8,211,0,0
4974,5,951,0,1,21.6,212,2,1
4975,4,660,0,1,17.0,282,0,1
4976,4,793,1,1,44.1,401,0,2
4977,2,693,0,1,44.2,304,1,1
4978,6,981,1,1,30.2,277,1,2
4979,0,850,1,0,48.1,82,0,2
4980,1,1214,0,1,33.3,395,0,0
4981,0,719,0,1,28.9,443,0,0
4982,2,945,0,0,17.4,369,0,1
4983,1,852,1,1,16.4,248,0,1
4984,2,826,0,1,19.0,119,1,0
4985,8,880,0,1,46.3,132,0,2
4986,5,1280,0,1,19.4,189,0,0
4987,2,1110,1,1,46.3,310,0,0
4988,1,785,0,1,40.3,465,0,0
4989,2,747,0,0,30.6,271,0,1
4990,5,704,0,1,25.5,157,1,0
4991,5,928,0,1,18.2,164,0,1
4992,2,520,1,1,35.8,383,0,2
4993,4,846,1,1,48.9,73,0,0
4994,1,995,0,1,45.5,202,1,1
4995,1,718,0,1,21.7,188,0,0
4996,1,910,0,1,49.4,398,0,2
4997,5,966,0,0,41.9,181,0,1
4998,2,459,0,1,37.0,432,0,0
4999,4,951,0,1,14.2,276,2,1
5000,4,785,0,1,41.6,256,0,0
5001,5,1361,1,0,14.3,319,0,0
5002,4,949,1,1,29.9,54,0,1
5003,3,670,0,0,41.2,354,0,0
5004,3,445,1,0,15.0,410,0,0
5005,3,887,0,1,45.9,259,0,1
5006,5,1226,1,1,46.6,210,0,0
5007,4,748,0,0,35.1,331,0,2
5008,3,978,0,1,38.9,205,1,0
5009,2,1085,0,1,27.0,275,0,1
5010,4,1071,1,1,24.3,119,0,0
5011,5,898,1,0,41.1,364,1,2
5012,1,735,0,1,16.4,260,0,2
5013,5,835,0,0,32.6,281,0,4
5014,5,632,1,1,30.1,172,0,0
5015,2,664,0,1,39.8,268,0,2
5016,2,1147,0,1,43.9,374,0,0
5017,2,983,0,1,35.8,462,0,0
5018,2,971,0,1,47.3,205,1,0
5019,4,720,1,1,27.4,196,0,0
5020,3,1199,0,1,43.7,180,0,1
5021,1,841,0,1,17.5,183,0,1
5022,5,932,1,0,10.2,337,0,2
5023,2,1191,1,0,35.2,226,1,1
5024,3,719,0,1,17.1,266,1,0
5025,0,741,0,0,49.1,231,0,1
5026,1,1158,0,1,12.5,266,0,0
5027,3,1103,1,0,32.4,400,0,0
5028,2,985,0,0,44.8,426,0,0
5029,2,355,1,0,33.6,439,0,0
5030,3,1219,1,0,29.5,409,0,1
5031,2,747,0,1,30.0,218,0,0
5032,3,755,1,1,16.2,229,1,1
5033,5,849,1,1,27.3,153,0,1
5034,3,600,1,0,47.4,126,0,1
5035,5,1204,0,1,11.4,381,0,2
5036,4,943,0,0,36.0,432,0,0
5037,4,1074,0,0,36.0,264,0,0
5038,4,706,0,0,47.0,67,0,1
5039,2,1146,0,1,14.6,85,2,1
5040,2,1255,0,1,38.0,93,0,1
5041,5,581,0,1,43.7,85,0,1
5042,5,618,0,1,14.4,124,1,2
5043,1,698,0,1,21.0,458,2,1
5044,3,1131,0,1,32.6,417,0,0
5045,8,945,0,1,10.3,453,2,1
5046,3,883,1,0,14.1,127,0,1
5047,6,991,0,1,11.9,334,1,1
5048,1,1383,1,1,10.1,251,0,0
5049,3,463,1,1,33.2,158,0,1
5050,2,822,0,0,30.7,250,1,1
5051,1,130,0,1,29.0,149,0,0
5052,2,1026,1,0,48.8,433,0,1
5053,3,1171,0,1,32.1,446,0,1
5054,4,823,0,1,48.0,59,1,2
